愤怒;fènnù;гнев, негодование, возмущение, возмущённый;
婴儿;yīngér;младенец, новорождённый;
塔;tǎ;пагода, башня;电视塔 [diànshìtǎ] — телевизионная башня
信仰;xìnyǎng;исповедывать (какую-либо веру), вера;宗教信仰 [zōngjiào xìnyǎng] — вероисповедание; 信仰自由 [xìyǎng zìyóu] — свобода вероисповедания
魔鬼;móguǐ;дьявол, нечисть, нечистая сила;
孤独;gūdú;одинокий, уединённый;
惩罚;chéngfá;наказывать, штрафовать;
神奇;shénqí;сказочный, волшебный, чудесный;
磅;bàng;фунт (мера веса), весы, взвешивать;磅体重 [bàng tǐzhòng] — взвешиваться
承诺;chéngnuò;согласиться, дать согласие, обещать;
间谍;jiàndié;шпион, агент, шпионский;
确信;quèxìn;твёрдо верить, быть твёрдо уверенным;
哼;hēng;хмыкать, охать, стонать;痛得直哼 [tòngde zhíhēng] — стонать от боли
尴尬;gāngà;затруднительное [неловкое] положение, очутиться в неловком [щекотливом] положении;陷入尴尬的境地 [xiànrù gāngàde jìngdì] — попасть в щекотливое [неловкое] положение
生物;shēngwù;живое существо, живой организм;生物界 [shēngwùjiè] — живой мир; 生物工程 [shēngwù gōngchéng] — биотехнология
能量;néngliàng;энергия;
清醒;qīngxǐng;ясный, трезвый, ясность, трезвость;
指望;zhǐwang;надеяться, возлагать надежды на, надежда;
染;rǎn;красить, окрашивать, красильный, заразиться, заразный;染指甲 [rǎn zhījiā] — делать маникюр; 染上流感 [rǎnshàng liúgǎn] — заразиться гриппом
感染;gǎnrǎn;заразить(ся), заразный;感染力 [gǎnrǎnlì] — заразительность, сила воздействия
抛弃;pāoqì;оставить, бросить, выкинуть за борт;
美妙;měimiào;восхитительный, прелестный;
揍;zòu;побить, отколотить;把他揍一顿 [bǎ tā zòu yīdùn] — отколотить его, выпороть его
擅长;shàncháng;быть сильным в чём-либо, в совершенстве владеть чем-либо;
忍受;rěnshòu;терпеть, сносить, выносить, выдерживать;
动手;dòngshǒu;приступить, взяться, приняться;动手工作 [dòngshǒu gōngzuò] — приступить к работе
清理;qīnglǐ;привести в порядок, разобрать (напр., архив), рассчитаться, погасить (напр., долги);
完毕;wánbì;кончить(ся), завершить(ся), закончить(ся);
机构;jīgòu;конструкция, устройство;
即将;jíjiāng;в скором времени, вскоре, вот-вот;
钻石;zuànshí;алмаз для резки стекла, бриллиант, сверлить (резать) камень, камень (в часах);
艰难;jiānnán;трудности, трудный;
坦白;tǎnbái;откровенный, прямой, откровенно, чистосердечно;
慈善;císhàn;[en] philanthropic; benevolent; charitable
痕迹;hénjī;след, отпечаток;
区域;qūyù;район, регион, зона;区域性 [qūyùxìng] — региональный, зональный, локальный
镜头;jìngtóu;объектив;
联盟;liánméng;союз, лига, федерация;国际联盟 [guójì liánméng] — Лига Наций
审判;shěnpàn;судить, суд;审判员 [shěnpànyuán] — судья
基地;jīdì;база;军事基地 [jūnshì jīdì] — военная база
嫉妒;jídù;завидовать, ревниво относиться;
摇滚;yáogǔn;рок, рок’н’ролл;
保姆;bǎomǔ;воспитательница, няня;
打架;dǎjià;драться, устраивать драку, драка;
天赋;tiānfù;[en] natural talent
打击;dǎjī;бить, ударять;打击乐器 [dǎjī yuèqì] — ударные музыкальные инструменты
类似;lèisì;аналогичный, подобный;
激情;jīqíng;пафос, порыв;
注射;zhùshè;инъекция, делать инъекцию;
转移;zhuǎnyí;перемещать(ся);
摆脱;bǎituō;отделаться от…, освободиться, выскользнуть из, ускользнуть от;摆脱贫困 [bǎituō pínkùn] — избавиться от нищеты
助手;zhùshǒu;помощник, ассистент;
保密;bǎomì;сохранять тайну, держать в секрете;
栋;dòng;счётное слово для зданий, строений;一栋房子[yīdòng fángzi] — один дом
迷人;mírén;обворожительный, пленительный, чарующий;
除;chú;искоренять, удалять, уничтожать;除害虫 [chú hàichóng] — уничтожить насекомых-вредителей
开除;kāichú;исключать (напр., из партии, школы);开除出党 [kāichú chūdǎng] — исключить из партии
仪式;yíshì;церемония, ритуал, обряд;
混乱;hùnluàn;хаос, беспорядок, путаница;
联络;liánluò;связь, связываться, поддерживать связь;联络员 [liánluòyuán] — связной
癌症;áizhèng;рак (мед.);
剑;jiàn;[en] sword
天才;tiāncái;талант, талантливый, гениальный;
发射;fāshè;запустить, выстрелить;发射导弹 [fāshè dǎodàn] — запустить ракету
生存;shēngcún;существовать, жить, существование;
结局;jiéjú;финал, исход, развязка, конец;
非法;fēifǎ;незаконный, противозаконный, нелегальный;非法行为 [fēifǎ xíngwéi] — противозаконный акт
人家;rénjiā;двор, семья, он, она, человек;
动机;dòngjī;мотив, побуждения;
欺骗;qīpiàn;обманывать, надувать, обман;
并非;bìngfēi;вовсе не…, отнюдь не…;
人质;rénzhì;заложник;
扮演;bànyǎn;играть роль, выступать в роли (кого-либо);
宇宙;yǔzhòu;космос, Вселенная, мир, космический;宇宙飞行 [yǔzhòu fēixíng] — космические полёты; 宇宙飞船 [yǔzhòu fēichuán] — космический корабль
剧本;jùběn;пьеса, сценарий;
证实;zhèngshí;удостоверить, подтвердить, подтверждение;
被告;bèigào;обвиняемый, подсудимый, ответчик;
扣;kòu;[en] to fasten; to button; button; buckle; knot; to arrest; to confiscate; to deduct (money); discount; to knock; put upside down; to smash or spike (a ball); to cover (with a bowl etc); fig. to tag a label on sb
时机;shíjī;момент, случай, шанс;
辩护;biànhù;защищать, защита;辩护人 [biànhùrén] — защитник, адвокат
起码;qǐmǎ;по меньшей мере, как минимум, минимальный, элементарный;
隐瞒;yǐnmán;скрывать (напр., истину);
宁愿;nìngyuàn;предпочесть, лучше уж;
社区;shèqū;сообщество, общество, комьюнити;
助理;zhùlǐ;помощник (должность);部长助理 [bùzhǎng zhùlǐ] — помощник министра
渴望;kěwàng;жаждать, жадно стремиться к …;
溜;liū;скользить, съезжать;从后门溜出去 [cóng hòumén liūchuqu] — улизнуть через заднюю дверь
太空;tàikōng;небо, космос, космический;太空人 [tàikōngrén] — инопланетянин; 太空站 [tàikōngzhàn] — космическая станция
毁灭;huǐmiè;уничтожить, разрушить;毁灭性 [huǐmièxìng] — сокрушительный, уничтожающий
眼神;yǎnshén;выражение глаз, взгляд (напр., суровый);
古怪;gǔguài;чудной, чудаковатый, странный;
进攻;jìngōng;наступать, нападать, атаковать, наступление, атака, нападки;
报复;bàofù;отплатить, отомстить, реванш;
荒谬;huāngmiù;абсурдный, нелепый, абсурд;
拨;bō;[en] to dial; move with a hand/foot; stir; poke; allocate (money)
卫星;wèixīng;спутник, спутниковый;人造地球卫星 [rénzào dìqiú wèixīng] — искусственный спутник Земли; 卫星通信 [wèixīng tōngxìn] — спутниковая связь
期望;qīwàng;надеяться, надежда;
嘲笑;cháoxiào;насмехаться, высмеивать;
冒犯;màofàn;[en] to offend
娃娃;wáwa;кукла;
达成;dáchéng;достигнуть;达成协议 [dáchéng xiéyì] — достигнуть соглашения, прийти к соглашению
夫妇;fūfù;муж и жена, супруги;
新娘;xīnniáng;молодая, новобрачная, невеста (на свадьбе);
竞选;jìngxuǎn;предвыборная борьба, избирательная кампания;
亲密;qīnmì;[en] intimate; close; familiarity
割;gē;отрезать, отделять, отторгать;割草 [gē cǎo] — косить сено
制服;zhìfú;форменная одежда, форма;
直播;zhíbō;прямая передача [трансляция];
崩溃;bēngkuì;потерпеть крах, крах, крушение;处于崩溃的边缘 [chǔyú bēngkuìde biānyuán] — находиться [быть] на грани краха
宗教;zōngjiào;религия;
乘;chéng;ехать на чём-либо;乘火车 [chéng huǒchē] — ехать на поезде; 乘飞机 [chéng fēijī] — (лететь) на самолёте
陷入;xiànrù;попасть, завязнуть, провалиться (напр., в болото);
回报;huíbào;предоставить отчёт, отчитаться;
试验;shìyàn;экспериментировать, испытывать, эксперимент, испытания, экспериментальный, опытный;核试验 [héshìyàn] — испытания ядерного оружия; 试验田 [shìyàntián] — опытное [экспериментальное] поле
异常;yìcháng;необыкновенный, необычный, необычайный;
疾病;jíbìng;болезнь, заболевание;
展现;zhǎnxiàn;открыться (напр., перед взором), развернуться (напр., о перспективе);
强迫;qiǎngpò;принуждать, заставлять силой;强迫劳动 [qiǎngpò láodòng] — принудительный труд, принудительные работы
暗示;ànshì;намекать, делать намёк, намёк;
当事人;dāngshìrén;сторона в [судебном] деле;当事人能力 правоспособность стороны (в судебном деле),
绝望;juéwàng;отчаяться, потерять всякую надежду;
沮丧;jǔsàng;падать духом, деморализоваться, подавленный, удручённый;
灾难;zāinán;бедствие, катастрофа;
正义;zhèngyì;справедливость, справедливый;
荣誉;róngyù;почёт, слава, честь, почётный;荣誉称号 [róngyù chēnghào] — почётное звание
技巧;jìqiǎo;мастерство, искусство, техника, навык;技巧运动 [jìqiǎo yùndòng] — акробатика
提议;tíyì;внести предложение, предложить, предложение;
中央;zhōngyāng;центр, середина;中央委员会 [zhōngyāng wěiyuánhuì] — центральный комитет; 中共中央 [zhōnggòng zhōngyāng] — ЦК КПК
即便;jíbiàn;пусть (даже), если даже, даже если;
机密;jīmì;секретный, секрет, тайна;
忠诚;zhōngchéng;преданный, верный;
走廊;zǒuláng;коридор;
症状;zhèngzhuàng;симптомы болезни;
当初;dāngchū;в своё время, когда-то, раньше;
系列;xìliè;серия, ряд;系列片 [xìlièpiān] — сериал
保重;bǎozhòng;беречь себя, заботиться о своём здоровье;
震惊;zhènjīng;ошеломить, перепугать(ся), испуг;
反抗;fǎnkàng;сопротивляться, давать отпор, отпор, противодействовать, сопротивление;
心灵;xīnlíng;душа, сердце, умный, сообразительный;心灵深处 [xīnlíng shēnchù] — в глубине души; 心灵手巧 [xīnlíng shǒuqiǎo] — светлая голова и золотые руки
掩护;yǎnhù;прикрывать, прикрытие, заслон;
活力;huólì;жизненная сила (энергия), живучесть;
天生;tiānshēng;врождённый, данный от природы;
枚;méi;сч. сл. для монет, медалей и т.п.;一枚奖章 [yī méi jiǎngzhāng] — (одна) медаль
不止;bùzhǐ;безостановочно, беспрестанно;
顾问;gùwèn;советник, консультант, эксперт;
障碍;zhàng’ài;препятствовать, преграждать, препятствие, преграда, помеха;
危机;wēijī;кризис;经济危机 [jīngjì wēijī] — экономиический кризис
维持;wéichí;сохранять, поддерживать (напр., порядок);维持判决 [wéichí pànjué] — оставить приговор в силе
保守;bǎoshǒu;сохранять, соблюдать;保守秘密 [bǎoshǒu mìmì] — соблюдать тайну
主管;zhǔguǎn;ведать, заведовать, компетентный;主管机关 [zhǔguǎn jīguān] — компетентные органы
主义;zhǔyì;[en] -ism; ideology
罐;guàn;горшок, кувшин, банка;玻璃罐 [bōliguàn] — стеклянная банка
视频;shìpín;[en] video
治安;zhì’ān;общественный порядок, общественная безопасность;维持治安 [wéichí zhì’ān] — поддерживать общественный порядок
标记;biāojì;отметка, метка, помета, меченый;
出卖;chūmài;продать, сбыть, предать, продать, предательство;
昏迷;hūnmí;потерять сознание, быть без сознания, кома;处于昏迷状态 [chǔyú hūnmí zhuàngtài] — находиться в состоянии комы [в бессознательном состоянии]
凌晨;língchén;на рассвете, ранним утром;
侮辱;wǔrǔ;оскорбить, унизить, надругаться, оскорбление, унижение;侮辱人格 [wǔrǔ réngé] — оскорбить человеческое достоинство
暴露;bàolù;вскрыть, обнажить, раскрыть;自我暴露 [zìwǒ bàolù] — саморазоблачение
绅士;shēnshì;шэньши, джентри, джентльмен;
公民;gōngmín;гражданин;公民权 [gōngmínquán] — права гражданина, гражданские права
残忍;cánrěn;безжалостный, жестокий;
造型;zàoxíng;формовка, формовочный, изображать, изображение, изобразительный;造型艺术 [zàoxíng yìshù] — изобразительное искусство
迹象;jīxiàng;признак, симптом;
神圣;shénshèng;священный, святой;神圣的职责 [shénshèngde zhízé] — священный долг, святая обязанность
航空;hángkōng;воздухоплавание, авиация, авиационный, авиа-, аэро-;航空公司 [hángkōng gōngsī] — авиакомпания; 航空邮政 [hángkōng yóuzhèng] — авиапочта
仓库;cāngkù;склад, кладовая, амбар;
码头;mǎtou;пристань, причал;
本人;běnrén;я, сам, лично;
大不了;dàbùliǎo;в худшем случае;没什么大不了 [méi shénme dàbùliǎo] — ничего страшного [особенного], пустяки!
补偿;bǔcháng;возмещать, компенсировать, компенсация;补偿损失 [bǔcháng sǔnshī] — компенсировать потери; 补偿贸易 [bǔcháng màoyì] — компенсационная торговля
冲动;chōngdòng;импульс, порыв, волнение;
演奏;yǎnzòu;исполнять, играть (на музыкальном инструменте), исполнение, игра;
对抗;duìkáng;противостоять, сопротивляться, давать отпор, антагонизм;
城堡;chéngbǎo;бастион, укрепление;
本身;běnshēn;сам, сам по себе, свой, собственный;他本身 [tā běnshēn] — он сам
按摩;ànmó;делать массаж, массировать;
熬;áo;долго варить, вываривать;熬粥 [áo zhōu] — варить кашу
奴隶;núlì;раб, невольник;奴隶主 [núlìzhǔ] — рабовладелец
在意;zàiyì;придавать значение, обращать внимание;
拜访;bàifǎng;наносить визит, навещать;
奖励;jiǎnglì;поощрять, премировать, награждать;
膝盖;xīgài;коленка;膝盖骨 [xīgàigǔ] — коленная чашечка
引擎;yǐnqíng;мотор, двигатель;
宰;zǎi;резать [забивать] скот, обдирать, надувать;宰猪 [zǎi zhū] — зарезать свинью; 宰客 [zǎi kè] — надуть клиента [покупателя]
贼;zéi;вор, жулик, предатель;卖国贼 [màiguózéi] — предатель родины; 他的眼睛真贼 [tāde yǎnjing zhèn zéi] — у него очень хитрые глаза
种族;中立国 zhōnglìguó;раса, расовый;— нейтральное государство
舌头;shétou;язык;伸舌头 [shēn shétou] — высунуть язык
消灭;xiāomiè;истребить, уничтожить;
乐趣;lèqù;радость, отрада;生活乐趣 [shēnghuó lèqù] — радости жизни
虐待;nüèdài;мучить, истязать, тиранить;
舔;tiǎn;лизать;用舌头舔 [yòng shétou tiǎn] — лизать языком
薪水;xīnshui;оклад, содержание, жалованье;
理智;lǐzhì;разум, рассудок;
诉讼;sùsòng;тяжба, судебное дело, процесс;诉讼法 [sùsòngfǎ] — процессуальное право
封锁;fēngsuǒ;блокировать, закрыть, блокада;封锁边境 [fēngsuǒ biānjìng] — закрыть границу
基因;jīyīn;ген, генный;基因技术 [jīyīn jìshù] — генная инженерия
职位;zhíwèi;должность, пост;
可恶;kěwù;омерзительный, гадкий, отвратительный;
确切;quèqiè;точный, действительный;
支援;zhīyuán;поддерживать, помогать, оказывать помощь [поддержку];
扎;zā;завязывать, привязывать, увязывать, заплетать (косу);扎鞋带 [zā xiédài] — завязать шнурки ботинок
压制;yāzhì;давить, подавлять;
排练;páiliàn;[en] to rehearse
评论;pínglùn;рецензия, отзыв, рецензировать;国际评论 [guójì pínglùn] — международное обозрение
基金;jījīn;фонд (денежный);基金会 [jījīnhuì] — фонд (организация)
投降;tóuxiáng;капитулировать, сдаться, капитуляция;投降主义 [tóuxiáng zhǔyì] — капитулянтство
灵感;línggăn;вдохновение, наитие;
漫画;mànhuà;карикатура, шарж, манга;
预言;yùyán;предсказывать, предрекать, предсказание;
角落;jiǎoluò;закоулок, угол, уголок;
策略;cèlüè;тактика;
领先;lǐngxiān;вести счёт, ведущий;
装备;zhuāngbèi;оборудовать, оснастить, экипировать, снарядить, оборудование, оснащение, снаряжение, экипировка;
流氓;liúmáng;босяк, хулиган;
声明;shēngmíng;заявлять, заявление, декларация, сделать заявление;
排除;páichú;ликвидировать, устранять (напр., препятствия);
成交;chéngjiāo;заключить сделку;
皇后;huánghòu;императрица;
消防;xiāofáng;противопожарный;消防队 [xiāofángduì] — пожарная команда
吼;hǒu;реветь, рычать, завывать, рычание, вой, рёв;狮吼 [shīhǒu] — рычание льва
发动;fādòng;начать, развязать (напр., войну), поднять, мобилизовать (напр., народ), привести в движение, запустить (напр., мотор);
集团;jítuán;блок, клика, группировка;军事集团 [jūnshì jítuán] — военный блок
协助;xiézhù;содействовать, содействие;
动力;dònglì;движущая сила, энергия, энергетический;
阴谋;yīnmóu;заговор, коварный замысел, происки, интриги;阴谋家 [yīnmóujiā] — заговорщик, интриган
性命;xìngmìng;жизнь;性命难保 [xìngmìng nán bǎo] — не сносить головы
协会;xiéhuì;ассоциация, общество;
喉咙;hóulong;горло;
爆发;bàofā;извергаться, извержение;火山爆发 [huǒshān bàofā] — извержение вулкана
陷害;xiànhài;навлекать неприятности, запутывать, губить, предавать;
瞄准;miáozhǔn;[en] take aim (a weapon at a target)
随意;suíyì;по своему усмотрению [желанию], как хочется;随意性 [suíyìxìng] — волюнтаризм
荒唐;huāngtang;несуразный, нелепый, дикий;
策划;cèhuà;планировать, намечать, заговор (политический);
弥补;míbǔ;восполнять, пополнять;
党;dǎng;партия, партийный;共产党 [gòngchǎngdǎng] — коммунистическая партия; 党组织 [dǎng zǔzhī] — партийная организация
来源;láiyuán;истоки, источник;
判决;pànjué;решение, приговор, по приговору суда;
陷阱;xiànjǐng;[en] trap; snare
公正;gōngzhèng;справедливый, беспристрастный;
依靠;yīkào;полагаться [опираться] на кого-либо/что-либо;
委托;wěituō;поручить, доверить, уполномочить;委托商店 [wěituō shāngdiàn] — комиссионный магазин; 委托书 [wěituōshū] — доверенность
犬;quǎn;собака, пёс;猎犬 [lièquǎn] — охотничья собака
冲突;chōngtū;столкновение, конфликт;利害冲突 [lìhài chōngtū] — столкновение интересов; 武装冲突 [wǔzhuāng chōngtū] — вооружённый конфликт
指示;zhǐshì;указывать, показывать;
化妆;huàzhuāng;делать туалет, прихорашиваться, наводить красоту;妆品 [huàzhuāngpǐn] — косметика, парфюмерия
端;duān;конец (предмета), начало, первопричина, причина;上端 [shàngduān] — верхний конец; 祸端 [huòduān] — причина бед
卑鄙;bēibǐ;подлый, низкий, мерзкий;
人士;rénshì;деятель, лицо, фигура;社会人士 [shèhuì rénshì] — общественные деятели, общественность; 各界人士 [gèjiè rénshì] — представители различных слоёв общества
脆弱;cuìruò;слабый, хрупкий (о здоровье и т.п.);
侵犯;qīnfàn;нападать, посягать, вторгаться, нарушать (напр., границу);互不侵犯 [hù bù qīnfàn] — взаимное ненападение
器官;qìguān;орган, органы;发音器官 [fāyīn qìguān] — органы речи
考验;kǎoyàn;испытание, проверка;经得起考验 [jīngdeqǐ kǎoyàn] — выдержать испытание чем-либо
崇拜;chóngbài;преклоняться перед кем-либо/чем-либо, поклоняться;崇拜偶像 [chóngbài ǒuxiàng] — поклоняться идолам
魔术;móshù;фокус, магия;魔术家 [móshùjiā] — иллюзионист, фокусник
欲望;yùwàng;желание, стремление, жажда чего-либо;
实力;shílì;реальная сила, мощь;实力政策 [shílì zhèngcè] — политика с позиций силы; 经济实力 [jīngjì shílì] — экономическая мощь
赌博;dǔbó;играть в азартные игры, азартная игра;
处境;chǔjìng;положение, обстоятельства;
继承;jìchéng;наследовать;
晃;huàng, huǎng;[en] to sway; to shake | to dazzle; to flash past
雇佣;gùyōng;нанимать, наёмный;雇佣劳动 [gùyōng láodòng] — наёмный труд; 雇佣军 [gùyōngjūn] — наёмные войска, наёмники
隔离;gélí;отделить, изолировать, разделить;种族隔离 [zhǒngzú gélí] — расовая сегрегация, апартеид; 隔离室 [gélíshì] — изолятор
企图;qǐtú;пытаться, намереваться, стремиться, попытка, намерение;
无能为力;wúnéng wéilì;не быть в состоянии помочь, бессильный;
领袖;lǐngxiù;вождь, лидер;
挣扎;zhēngzhá;делать судорожные усилия;
丁;dīng;четвёртый циклический знак (из десяти), в перечислении четвёртый, взрослый мужчина, совершеннолетний;成丁 [chéngdīng] — стать взрослым мужчиной, стать совершеннолетним
骚扰;sāorǎo;[en] harass; disturb; molest; cause a commotion
难堪;nánkān;мучительный, тягостный, тяжёлый, неловко;
许可;xǔkě;разрешать, позволять, разрешение;许可证 [xǔkězhèng] — разрешение, лицензия
汇报;huìbào;докладывать, рапортовать, сводка, отчёт;
过度;guòdù;излишний, пере-;过度紧张  перенапряжение
肺;fèi;лёгкие;
提示;tíshì;напомнить, обратить чьё-либо внимание на что-либо;
包围;bāowéi;окружать, брать в кольцо;
混合;hùnhé;смешивать, смешанный;混合饲料 [hùnhé sìliào] — кормовая смесь
明智;míngzhì;[en] wise
