中心;zhōngxīn;центр, сердцевина, центральный;购物中心 [gòuwù zhōngxīn] — торговый центр
明显;míngxiǎn;ясный, очевидный;
消失;xiāoshī;исчезнуть, пропасть, скрыться (напр., из виду);
位置;wèizhi;местоположение, место;
答应;dāying;согласиться, дать согласие;
撞;zhuàng;толкнуть, ударить, наскочить, столкнуться;撞钟 [zhuàng zhōng] — ударить в колокол; 撞倒 [zhuàngdǎo] — сбить (с ног)
似乎;sìhu;как будто, будто, похоже, что;
力量;lìliang;сила, мощь;
命令;mìnglìng;приказ, декрет, приказание, распоряжение, предписание, предначертание;
威胁;wēixié;угрожать, угроза;核威胁 [hé wēixié] — ядерная угроз
日子;rìzi;[en] days; date; time; life
享受;xiǎngshòu;удовольствия, блага жизни;
战争;zhànzhēng;война;
恭喜;gōngxǐ;[en] congratulate
利用;lìyòng;использовать, пользоваться;
恨;hèn;ненавидеть, ненависть;痛恨 [tònghèn] — глубоко ненавидеть
训练;xùnliàn;обучать, готовить, подготовка, тренировать, дрессировать;
酒吧;jiǔbā;бар;
身份;shēnfen;(личное) достоинство, личность (человека);有失身份 [yǒushī shēnfen] — потерять достоинство
模特;mótè;[en] (fashion) model
一旦;yīdàn;в одно прекрасное утро, однажды;一旦有事 если в один прекрасный день (если паче чаяния) что-нибудь случится..
追;zhuī;[en] pursue; chase
群;qún;толпа, скопление, стадо, табун;人群 [rénqún] — толпа людей; 群马 [yī qún mǎ] — табун лошадей
面对;miànduì;лицом к;面对面 [miàn duì miàn] — лицом к лицу, друг против друга
居然;jūrán;вопреки ожиданиям, вдруг, неожиданно;
雷;léi;гром;打雷 [dǎléi] — гром гремит; 春雷 [chūnléi] — весенний гром
真实;zhēnshí;истинный, подлинный, настоящий, действительный;
人生;rénshēng;жизнь человека, человеческий век;人生旅程 [rénshēng lǚchéng] — жизненный путь
受伤;shòushāng;получить ранение, быть раненым;
夜;yè;ночь, ночью, ночной;深夜 [shēnyè] — глубокая ночь; 夜场 [yèchǎng] — вечерний сеанс
属于;shǔyú;относиться [принадлежать] к кому-либо/чему-либо;
出色;chūsè;превосходный, замечательный;
目前;mùqián;в настоящий момент, сейчас, текущий, современный;目前形势 [mùqián xíngshì] — современная обстановка, современное положение
锁;suǒ;замок;挂锁 [guàsuǒ] — висячий замок; 锁门 [suǒ mén] — запереть дверь
梦想;mèngxiǎng;мечтать, строить иллюзии;
人员;réyuán;личный состав, штат, персонал;人员编制 [rényuán biànzhì] — штатное расписание; 人员精简 [rényuán jīngjiǎn] — сокращение штатов
英雄;yīngxióng;герой, героический;英雄主义 [yīngxióngzhǔyì] — героизм
感受;gǎnshòu;воспринимать, ощущать;
吻;wěn;целовать;在额上吻一下 [zài é shang wěn yīxià] — поцеловать в лоб; 吻别 [wěnbié] — поцеловаться на прощанье
逃;táo;бежать, убежать;罪犯逃了 [zuìfàn táole] — преступник сбежал
数;shǔ;считать, пересчитывать;数钱 [shǔqián] — считать деньги
公寓;gōngyù;многоквартирный дом;
文件;wénjiàn;документ (напр., деловой), бумага, документы, материалы (напр., съезда);
寻找;xúnzhǎo;искать, разыскивать, подыскивать;
烂;làn;переварить, переваренный, разваренный, сгнить, испортиться;烂饭 [lànfàn] — разваренный рис; 烂果子 [làn guǒzi] — гнилые фрукты
不然;bùrán;неправильно, не так, нет;
欠;qiàn;задолжать, быть в долгу;他欠我一大笔钱 [tā qiàn wǒ yī dàbǐqiàn] — он задолжал мне большую сумму денег
反应;fǎnyìng;реагировать, откликаться, отклик, реакция;
意外;yìwài;неожиданный, непредвиденный;
食物;shíwù;пища, еда;食物中毒 [shíwù zhòngdú] — пищевое отравление
遗憾;yíhàn;сожаление, сожалеть;表示遗憾 [biǎoshì yíhàn] — выразить сожаление
反正;fǎnzhèng;вернуться на путь истинный;
设计;shèjì;проектировать, конструировать, разрабатывать;
醉;zuì;пьяный, опьянеть;喝醉 [hēzuì] — напиться
私人;sīrén;частное лицо, частный, личный;私人关系 [sīrén guānxi] — кумовство, личные связи
某;mǒu;некто, некий, некоторый, энский;张某 [zhāng mǒu] — некто Чжан; 某部 [mǒu bù] — энская часть
伟大;wěidà;великий, величие;
臭;chòu;вонючий, тухлый, протухнуть;臭鸡蛋 [chòu jīdàn] — тухлые яйца; 鱼臭了 [yú chòule] — рыба протухла
自从;zìcóng;с тех пор, как, начиная с;
签;qiān;[en] bamboo used for drawing lots; toothpick; to sign (one's name)
颗;kē;зерно, зёрнышко, также сч. сл. для мелких круглых предметов;颗珠子 [yīkē zhūzi] — одна жемчужина
朝;cháo;быть обращённым к, предлог в, к, на, династия;朝北走 [cháo běi zǒu] — идти на север; 清朝 [qīngcháo] — династия Цин
呼吸;hūxī;дышать;
明星;míngxīng;яркая звезда, звезда (экрана, сцены);
超级;chāojí;сверх-, супер-;超级大国 [chāojí dàguó] — сверхдержава
破坏;pòhuài;разрушать;破坏桥梁 [pòhuài qiáoliáng] — разрушить мост; 破坏和平 [pòhuài hépíng] — нарушить мир
角色;juésè;роль, действующее лицо, персонаж;扮演角色 [bànyǎn juésè] — играть роль
顿;dùn;сделать паузу, приостановиться, пауза, остановка, сч. сл. для приёмов пищи;他顿了一下 [tā dùnle yīxià] — он сделал паузу (в речи); 一天吃三顿饭 [yītiān chī sāndùn fàn] — есть три раза в день
便;biàn;удобный, удобно;随你的便 [suí nǐde biàn] — как вам угодно; 便于携带 [biànyú xiédài] — удобно носить с собой
包括;bāokuò;охватывать, включать, в том числе;
时刻;shíkè;время, момент;
相当;xiāngdāng;подходить, подходящий, соответствующий, довольно, достаточно;相当好 [xiāngdāng hǎo] — довольно хорошо
闻;wén;услышать, нюхать, обонять;所见所闻 [suǒ jiàn suǒ wén] — (всё) увиденное и услышанное; 闻出气味 [wénchū qìwèi] — почувстовать запах
平;píng;ровный, горизонтальный, обычный, рядовой, заурядный;平道儿 [píng dàor] — ровная дорога; 平日 [píngrì] — будний [обычный] день, будни
公平;gōngpíng;справедливый, беспристрастный;公平秤 [gōngpíngchèng] — контрольные весы
堆;duī;куча, ворох, груда, наваливать, нагромождать;土堆 [tǔduī] — куча земли; 堆成堆 [duīchéng yīduī] — сложить в кучу
俱乐部;jùlébù;клуб;
通常;tōngcháng;обычный, обыкновенный, обычно, как правило;
咬;yǎo;кусать, укусить, грызть;咬半块饼干 [yǎo bànkuài bǐnggān] — откусить половинку печенья; 咬指甲 [yǎo zhījia] — грызть ногти
造成;zàochéng;создать, вызвать (напр., трудности);
信号;xìnhào;сигнал, сигнальный;
充满;chōngmǎn;наполнить(ся);眼里充满了泪水 [yǎnlǐ chōngmǎnle lèishuǐ] — глаза наполнились слезами
断;duàn;перерезать, разорвать(ся), переломить(ся);筷子断了 [kuàizi duànle] — палочка (для еды) переломилась; 绳子断了 [shéngzi duànle] — верёвка оборвалась
抢;qiǎng;отнимать, захватывать;抢球 [qiǎngqiú] — захватить [перехватить] мяч
现实;xiànshí;реальность, действительность, реальный;
恢复;huīfù;восстановить(ся), возобновить(ся), воссоздать;
确认;quèrèn;признать, констатировать;
怀孕;huáiyùn;забеременеть, беременная;
资料;zīliào;материалы, данные, средства;
婚姻;hūnyīn;брак;婚姻法 [hūnyīnfǎ] — закон о браке
圈;juān;посадить (в клетку, в тюрьму), загнать (в загон);猪圈 [zhūjuàn] — свинарник
脑袋;nǎodai;голова, башка;
分手;fēnshǒu;расстаться, разлучиться;
心理;xīnlǐ;психика, психический, психология, психологический;儿童心理 [értóng xīnlǐ] — детская психология
项;xiàng;пункт, раздел, объект;五项原则 [wǔ xiàng yuánzé] — пять принципов ; 注意以下各项 [zhùyì yǐxià gèxiàng] — обратите внимание на нижеследующие пункты
记忆;jìyì;вспоминать, помнить;
紧急;jǐnjí;неотложный, экстренный, чрезвычайный;紧急状态 [jǐnjí zhuàngtài] — чрезвычайное положение
接近;jiējìn;приближаться, сближаться, сближение;
吵;chǎo;шуметь, галдеть;别吵 ! [bié chǎo] — не шумите!
权利;quánlì;право, права;
冠军;guànjūn;чемпион;冠军赛 [guànjūnsài] — чемпионат
教练;jiàoliàn;обучать, тренировать, муштровать, учебный;教练车 [jiàoliànchē] — учебный автомобиль
随时;suíshí;в любой момент, в любое время, всегда;
对方;duìfāng;другая [противная] сторона (напр., переговоров), соперник, противник (напр., в спорте);
敌人;dírén;враг, противник, неприятель;
背;bèi;спина, спинка;椅背 [yǐbèi] — спинка стула; 背痛 [bèitòng] — боли в спине
人物;rénwù;личность, лицо, человек, фигура;重要人物 [zhòngyào rénwù] — важная фигура, важное лицо
猪;zhū;свинья;养猪 [yǎng zhū] — разводить свиней
感激;gǎnjì;быть благодарным [признательным], благодарность;不胜感激 [bùshèng gǎnjī] — глубоко признателен, безгранично благодарен
嫁;jià;выйти замуж, выдать замуж;她已嫁人了 [tā yǐ jiàrénle] — она уже вышла замуж, она замужем
挑战;tiǎozhàn;провоцировать войну, вызов (на поединок, соревнование);我们可以和别组挑战 мы можем вызвать на соревнование другие группы
状态;zhuàngtài;положение, состояние;
报道;bàodào;сообщать, информировать;据新华社报道 [jù xīnhuáshè bàodào] — по сообщениям агентства Синьхуа
参与;cānyù;участвовать;
彼此;bǐcǐ;и тот и другой, обе стороны, взаимно;彼此不和 [bǐcǐ bù hé] — не ладить друг с другом; 彼此尊重 [bǐcǐ zūnzhòng] — уважать друг друга
到达;dàodá;прибыть, достичь;
显示;xiǎnshì;продемонстрировать, показать;显示武力 [xiǎnshì wǔlì] — демонстрировать силу (военную)
立刻;lìkè;сейчас же, немедленно;
吐;tù;рвать, тошнить;
取消;qǔxiāo;аннулировать, упразднить, ликвидировать, отменить;
等待;děngdài;ожидать, ждать;
离婚;líhūn;развестись, расторгнуть брак, развод;
尽力;jìnlì;отдать все силы, изо всех сил, всемерно;尽力而为 [jìnlì ér wéi] — приложить максимум усилий
庆祝;qìngzhù;праздновать, отмечать, чествовать;
假装;jiǎzhuāng;притворяться, прикидываться;
吹;chuī;дуть, подуть, надувать;吹灯 [chuī dēng] — задуть лампу; 吹气球 [chuī qìqiú] — надувать воздушный шар
在乎;zàihu;принимать близко к сердцу, беспокоиться;
状况;zhuàngkuàng;обстоятельства, обстановка, положение;
心脏;xīnzàng;сердце, сердечный, в сложных терминах также кардио-;心脏搭桥 [xīnzàng dāqiáo] — шунтирование сердца
似的;shìde;совсем как, словно, подобно;
国王;guówáng;[en] king
项目;xiàngmù;пункт, статья (напр., доходов), раздел;
集中;jízhōng;концентрировать, сосредоточивать, централизовать;
实话;shíhuà;правда, правдивые слова;
表情;biǎoqíng;выражение (лица), экспрессия;
冒险;màoxiǎn;рисковать, риск, авантюра, авантюристический;
胜利;shènglì;победа, успех, триумф, победить;胜利果实 [shènglì guǒshí] — плоды победы
官;guān;чиновник, чин;大官 [dàguān] — крупный чиновник; 外交官 [wàijiāoguān] — дипломат 2) офицер
期待;qīdài;ждать, ожидать, чаять;
保险;bǎoxiǎn;страховать, страхование, страховой, безопасный, предохранительный;人寿保险 [rénshòu bǎoxiǎn] — страхование жизни; 保险刀 [bǎoxiǎndāo] — безопасная бритва
单独;dāndú;отдельный, изолированный, сепаратный, одиночный, в одиночку;
专家;zhuānjiā;специалист;
赶快;gǎnkuài;быстро, спешно;
风格;fēnggé;стиль, манера;
机器;jīqì;машина, механизм, устройство;
尽快;jǐnkuài;как можно скорее, в кратчайшие сроки;
价值;jiàzhí;стоимость;价值规律 [jiàzhí guīlù] — закон стоимости
切;qiē;резать, разрезать;切菜 [qiē cài] — резать овощи
墙;qiáng;стена, ограда, забор;城墙 [chéngqiáng] — городская стена; 墙报 [qiángbào] — стенная газета
彻底;chèdǐ;полностью, до конца, исчерпывающе, радикально, последовательно;
翻;fān;опрокидывать(ся), перевёртываться;车翻了 [chē fānle] — повозка опрокинулась, машина перевернулась
摆;bǎi;ставить, класть;把花瓶摆在桌子上 [bǎ huāpíng bǎi zài zhuōzi shang] — поставить вазу с цветами на стол
请求;qǐngqiú;просить, просьба;
命运;mìngyùn;судьба, участь, удел, доля;
特殊;tèshū;особый, специфический, своеобразный, специфический;特殊性 [tèshūxìng] — специфика, своеобразие
老实;lǎoshi;честный, искренний, правдивый;老实说 [lǎoshi shuō] — по правде говоря
年代;niándài;годы (десятилетия);
士兵;shìbīng;солдаты;
以来;yǐlái;с того времени, как, за время…, на протяжении;
屋子;wūzi;комната;
制造;zhìzào;изготавливать, производить;
退;tuì;отступать, отходить назад, вернуть, отдать назад;退两步 [tuì liǎng bù] — отойти назад на два шага; 退货 [tuì huò] — вернуть покупку [товар]
戒;jiè;[en] warn against; swear off
戒指;jièzhi;кольцо, перстень;
洞;dòng;пещера, яма;山洞 [shāndòng] — пещера, грот
作品;zuòpǐn;произведение, труд, сочинения;
则;zé;союз то, тогда, в таком случае;今则不然 [jīn zé bùrán] — теперь же не то, а теперь совсем другое дело; 则 …, 二则 …, 三则 … [yī zé…, èr zé…, sān zé…] — во-первых…, во-вторых…, в третьих…
去世;qùshì;скончаться, умереть;
规则;guīzé;правила, распорядок, регламент;
说服;shuōfú;убедить, уговорить;说服力 [shuōfúlì] — сила убеждения, убедительность
产生;chǎnshēng;возникать, появляться;产生了很多问题 [chǎnshēngle hěn duō wèntí] — возникло много проблем
布;bù;ткань, хлопчатобумажный, матерчатый;买一米布 [mǎi yī mǐ bù] — купить один метр ткани
时代;shídài;эпоха, эра, век, период;
接触;jiēchù;прикасаться, касаться, общаться, вступить в контакт, контакт;
卡车;kǎchē;грузовик;
规矩;guīju;правила, порядок, законы;
部门;bùmén;отрасль, учреждения, органы, ведомства;
基本;jīběn;основной, коренной, капитальный;基本原因 [jīběn yuányīn] — основная причина; 基本建设 [jīběn jiànshè] — капитальное строительство
分析;fēnxī;анализировать, анализ, аналитический;
地区;dìqū;район, зона, регион, региональный;地区性 [dìqūxìng] — региональный
导致;dǎozhī;приводить к чему-либо;
对待;duìdài;относиться к, подходить к кому-либо/чему-либо, обращаться с кем-либо, подход к кому-либо/чему-либо;
主人;zhǔrén;хозяин, распорядитель, шеф;打狗看主人 — прежде чем бить собаку, посмотри — кто ее хозяин
宣布;xuānbù;объявлять, провозглашать, декларировать;
空间;kōngjiān;пространство;宇宙空间 [yǔzhòu kōngjiān] — космическое пространство; 空间站 [kōngjiānzhàn] — космическая станция
油炸;yóuzhá;сварить в масле;
念;niàn;читать вслух;念诗 [niàn shī] — читать вслух стихи
想念;xiǎngniàn;думать, беспокоиться;
程序;chéngxù;порядок, распорядок, процедура, программа;投票程序 [tóupiào chéngxù] — процедура голосования; 程序员 [chéngxùyuán] — программист
炒;chǎo;жарить (на сковороде), жареный;炒鸡蛋 [chǎo jīdàn] — 1) жарить яичницу 2) яичница
情绪;qíngxù;настроение, состояние духа, плохое настроение, быть не в настроении;
创造;chuàngzào;создавать, творить, совершать;创造有利条件 [chuàngzào yǒulì tiáojiàn] — создать благоприятные условия
范围;fànwéi;сфера, пределы, рамки, границы;势力范围 [shìlì fànwéi] — сфера влияния
称;chèn;подходить, соответствовать;称心 [chènxīn] — (прийтись) по душе
尽量;jǐnliàng;насколько только возможно, по возможности, максимально;
亲自;qīnzì;лично, сам, собственной персоной;
石头;shítou;камень, каменный, мощённый камнем;
顶;dǐng;вершина, верхушка, макушка, крыша;山顶 [shāndǐng] — вершина горы; 屋顶 [wūdǐng] — крыша дома
细节;xìjié;подробности, детали, мелочи;
道理;dàolǐ;истина, справедливость, правда;
运气;yùnqi;счастье, фортуна;
喊;hǎn;кричать, выкрикивать, окликать, звать;喊口号 [hǎn kǒuhào] — выкрикивать лозунги; 喊来 [hǎnlai] — позвать
制作;zhǐzuò;вырабатывать, производить;
相处;xiāngchǔ;быть [жить] вместе, сосуществовать;
度过;dùguò;прожить, провести (время);
奇迹;qíjī;чудо, диво;
媒体;méitǐ;СМИ (средства массовой информации), массмедиа;多媒体 [duōméitǐ] — мультимедия
赶紧;gǎnjǐn;срочно, немедленно;
匹;pǐ;сч. сл. для лошадей, мулов;匹马 [yī pǐ mǎ] — (одна) лошадь
建立;jiànlì;создать, основать;
无所谓;wúsuǒwèi;[en] doesn't matter; be indifferent
表达;biǎodá;выражать (напр., мысли), передавать (смысл);
一辈子;yībèizi;всю жизнь, за всю жизнь;
神秘;shénmì;таинственный, загадочный, мистический;
实现;shíxiàn;реализовать, претворить в жизнь, осуществить;
政治;zhèngzhì;политика, политический;政治避难 [zhèngzhì bìnàn] — политическое убежище
巨大;jùdà;огромный, колоссальный;
对手;duìshǒu;соперник, противник;
刺激;cìjī;раздражать, возбуждать, стимулировать;刺激食欲 [cìjī shíyù] — возбуждать аппетит
凭;píng;опираться на что-либо;凭栏 [píng lán] — опираться на перила; 仅凭经验 [jǐn píng jīngyàn] — основываясь лишь на опыте
废话;fèihuà;болтовня, пустые разговоры, вздор;
掌握;zhǎngwò;овладеть, усвоить, изучить;
脖子;bózi;шея;掐脖子 [qiā bózi] — взять за горло
玩具;wánjù;игрушки, игры;
满足;mǎnzú;быть удовлетворённым, удовлетвориться, удовлетворение;
传统;chuántǒng;традиция, традиционный;
重复;chóngfù;повторять;
欣赏;xīnshǎng;любоваться, восхищаться, наслаждаться (напр., музыкой);
和平;hépíng;мир, мирный;和平共处 [hépíng gòngchǔ] — мирное сосуществование; 和平主义 [hépíngzhǔyì] — пацифизм
支票;zhīpiào;чек;支票簿 [zhīpiàobù] — чековая книжка
理论;lǐlùn;теория, учение, теоретический;
角度;jiǎodù;угловой градус, величина угла;
年纪;niánjì;возраст, лета;
观察;guānchá;наблюдать, обозревать, исследовать;
老鼠;lǎoshǔ;мышь, крыса;
龙;lóng;дракон;
盖;gài;накрывать, , покрывать, крышка, крыть (крышу), строить;盖被子 [gài bèizi] — накрывать одеялом; 锅盖 [guōgài] — крышка кастрюли [котла]
移动;yídòng;двигать(ся), перемещать(ся), передвигать(ся);移动电话 [yídòng diànhuà] — мобильный телефон
不断;bùduàn;непрерывно, непрерывный;
公主;gōngzhǔ;принцесса;
滑;huá;[en] slippery; cunning; crafty
摸;mō;щупать, трогать, гладить (рукой);摸小孩儿的头 [mō xiǎoháide tóu] — погладить ребёнка по голове; 摸摸前额 [mōyīmō qián’é] — пощупать лоб
思考;sīkǎo;размышлять, обдумывать, размышление;
关闭;guānbì;закрывать(ся), запирать;
幻想;huànxiǎng;фантазировать, мечтать;幻想片 [huànxiǎngpiàn] — фантастический фильм
甩;shuǎi;махать, размахивать, оставить позади, обогнать;甩胳膊 [shuǎi gēbo] — размахивать руками; 我把他甩在后面 [wǒ bǎ tā shuǎi zài hòumiàn] — я обогнал его
伙伴;huǒbàn;компаньон, партнёр, партнёрский;伙伴关系 [huǒbàn guānxì] — партнёрские отношения, партнёрство
插;chā;втыкать, всовывать, сажать (рассаду);插上国旗 [chāshàng guóqí] — водрузить государственный флаг; 把花插在瓶里 [bǎ huā chā zài píngli] — поставить цветы в вазу
达到;dádào;достигнуть, добиться;达到目的 [dádào mùdì] — добиться цели
总之;zǒngzhī;одним словом, в общем;
亮;liàng;светлый, яркий;电灯很亮 [diàndēng hěn liàng] — лампочка горит очень ярко
程度;chéngdu;степень, уровень;文化程度 [wénhuà chéngdu] — культурный уровень, образование
