帮助;bāngzhù;помогать, помощь;
晚上;wǎnshang;вечером, вечер;
说话;shuōhuà;говорить, разговаривать;
门;mén;дверь, ворота, вход;开门 [kāi mén] — открыть дверь [ворота]
女;nǚ;[en] woman; female (Kangxi radical 38)
忙;máng;быть занятым, хлопотать;工作忙 [gōngzuò máng] — много работы这几天我很忙 [zhè jǐtiān wǒ hěn máng] — эти дни я очень занят
卖;mài;продавать, торговать;卖一批货 [mài yī pī huò] — продать партию товара
高;gāo;высокий, высший (об образовании);他比我高 [tā bǐ wǒ gāo] — он выше меня高年级 [gāo niánjí] — старшие классы [курсы]
房间;fángjiān;комната, номер;
路;lù;дорога, путь, улица;山路 [shānlù] — горная дорога
懂;dǒng;понять, уразуметь;你懂了没有 ? [nǐ dǒngle méiyǒu] — Вы поняли?你懂什么 ! [nǐ dǒng shénme] — Ничего вы не понимаете!
正在;zhèngzài;перед глаголом указывает на то, что действие происходит в данный момент;事情正在好转 [shìqing zhèngzài hǎozhuǎn] — дела идут на поправку温度正在慢慢上升 [wēndù zhèngzài mànmàn shàngshēng] — температура постепенно поднимается
笑;xiào;смеяться, смех, улыбаться, улыбка;他笑起来了 [tā xiàoqilaile] — он рассмеялся大笑 [dàxiào] — громко рассмеяться
远;yuǎn;далёкий, дальний, далеко;他住得很远 [tā zhùde hěn yuǎn] — он живёт очень далеко
妻子;qīzi;жена;
丈夫;zhàngfū;муж, настоящий мужчина;
离;lí;отстоять от, от, покидать;车站离这儿不远 [chēzhàn lí zhèr bùyuǎn] — станция [остановка] находится недалеко отсюда他始终没离会场 [tā shǐzhōng méi lí huìchǎng] — он до самого конца не покидал зала заседаний
往;wǎng;направляться куда-либо;往莫斯科访问 [wǎng mòsīkē fǎngwèn] — направиться в Москву с визитом
男;nán;[en] male
眼睛;yǎnjing;глаза;
快乐;kuàilè;весёлый, радостный, весело;
虽然;suīrán;хотя, хоть, пусть, несмотря на то, что;
早上;zǎoshang;утром, спозаранку;
药;yào;лекарство, медикаменты, лекарственный;服药 [fú yào] — принимать лекарство
身体;shēntǐ;тело, телосложение, здоровье;他身体很好 [tā shēntǐ hěn hǎo] — у него очень хорошее здоровье
黑;hēi;чёрный, тёмный, мрачный;黑头发 [hēi tóufa] — чёрные волосы天黑了 [tiān hēile] — стемнело
咖啡;kāfēi;кофе;清咖啡 [qīng kāfēi] — чёрный кофе牛奶咖啡 [niúnǎi kāfēi] — кофе с молоком
日;rì;солнце, солнечный, день, число, дата;日出 [rìchū] — восход солнца日报 [rìbào] — ежедневная газета
休息;xiūxi;отдыхать, отдых, перерыв, антракт;
外;wài;внешний, наружный, снаружи, вне, за;国外 [guówài] — за границей往外走 [wǎng wài zǒu] — выйти наружу
生日;shēngrì;день рождения;
哥哥;gēge;старший брат;
票;piào;билет, талон, квитанция;电车票 [diànchēpiào] — трамвайный билет
手机;shǒujī;Мобильный (сотовый) телефон;
洗;xǐ;мыть, стирать, купать, умывать;洗手 [xǐshǒu] — мыть руки洗衣服 [xǐ yīfu] — стирать бельё
跳舞;tiàowǔ;танцевать, плясать;
弟弟;dìdi;младший брат;
妹妹;mèimei;младшая сестра;
红;hóng;красный, алый;红旗 [hóngqí] — красное знамя
慢;màn;медленный, медлить, отставать;树长得慢 [shù zhǎngde màn] — деревья растут медленно表慢两分钟 [biǎo màn liǎngfēnzhōng] — часы отстают на две минуты
近;jìn;близкий, вблизи, рядом;我住得很近 [wǒ zhùde hěn jìn] — я живу очень близко
白;bái;белый, седой;白衣服 [bái yīfu] — белое платье白头发 [bái tóufa] — седые волосы
姐姐;jiějie;старшая сестра, в обращении сестрица;
介绍;jièshào;рекомендовать, знакомить, представлять;介绍信 [jièshàoxìn] — рекомендательное письмо, рекомендация
鱼;yú;рыба, рыбный, рыбий;打鱼 [dǎ yú] — ловить рыбу鱼汤 [yútāng] — рыбный суп, уха
累;lèi;уставать, утомлять(ся);我累了 [wǒ lèile] — я устал
课;kè;урок, занятия, предмет;上课 [shàngkè] — идти на занятия俄语课 [éyǔkè] — урок русского языка
上班;shàngbān;идти на работу, заступить на смену;
旁边;pángbiān;сбоку, рядом, около;
运动;yùndòng;спорт, атлетика, спортивный;田径运动 [tiánjìng yùndòng] — лёгкая атлетика运动服 [yùndòngfú] — спортивный костюм
去年;qùnián;прошлый год;
报纸;bàozhǐ;газета, газеты;
颜色;yánsè;цвет, окраска;给 … 颜色看看 [gěi… yánsè kànkàn] — проучить кого-либо
机场;jīchǎng;аэродром;军用机场 [jūnyòng jīchǎng] — военный аэродром
唱歌;chànggē;петь, пение;
千;qiān;тысяча, кило-;千卡 [qiānkǎ] — килокалория
好吃;hǎochī;вкусный;
考试;kǎoshì;экзамен, экзамены;экзамен, экзамены 毕业考试 [bìyè kǎoshì] — выпускные экзамены进行考试 [jìnxíng kǎoshì] — проводить экзамены
左边;zuǒbian;левая сторона, налево, слева, влево;
姓;xìng;фамилия, по фамилии;你姓什么 ? [nǐ xìng shénme] — как ваша фамилия?姓王的 [xìng wáng de] — человек по фамилии Ван
百;bǎi;сто, сотня;
雪;xuě;снег;下雪 [xià xuě] — идёт снег
贵;guì;дорогой, ценный;东西又好又不贵 [dōngxi yòu hǎo yòu bùguì] — вещь и хорошая и недорогая创作贵精不贵多 [chuàngzuò guì jǐng bùguì duō] — в творчестве важно качество, а не количество, творчество ценно качеством, а не количеством
生病;shēngbìng;заболеть;
游泳;yóuyǒng;плавать, плавание;游泳衣 [yóuyǒngyī] — купальник
牛奶;niúnǎi;молоко, молочный;
右边;yòubian;правая сторона, справа, правый;
便宜;piányi;дешёвый;
公共汽车;gōnggòng qìchē;автобус;
起床;qǐchuáng;встать с постели;
打篮球;dǎlánqiú;играть в баскетбол;
鸡蛋;jīdàn;куриное яйцо;
踢足球;tī zúqiú;играть в футбол;
零;líng;ноль, нолевой;零下五度 [língxià wǔdù] — пять градусов ниже нуля零三号 [yī líng sān hào] — №103
手表;shǒubiǎo;наручные часы;
旅游;lǚyóu;туризм, туристический;旅游游车 [lǚyóuchē] — туристический автобус
服务员;fúwùyuán;обслуживающий персонал, официант;
宾馆;bīnguǎn;гостиница;
教室;jiàoshì;класс, аудитория;
跑步;pǎobù;бег;跑步走 ! [pǎobù zǒu] — бегом, марш!
阴;yīn;«инь» (женское начало в древней китайской философии), тёмный, пасмурный, тень;阴天 [yīntiān] — пасмурный день, пасмурная погода树阴 [shùyīn] — тень от дерева
面条;miàntiáo;лапша;
铅笔;qiānbǐ;карандаш;
火车站;huǒchēzhàn;вокзал, железнодорожная станция;
西瓜;xīguā;арбуз;
羊肉;yángròu;баранина;
晴;qíng;ясный, безоблачный, проясниться;天晴了 [tiān qíngle] — (небо) прояснилось晴空 [qíngkōng] — чистое [безоблачное] небо
